board_id,chip_id,channel_id,detector_id,plane_type,strip_id,pedestal,noise_sigma,gain,polarity,status
0,0,0,10,0,0,0,1,1,1,0
0,0,1,10,0,1,0,1,1,1,0
0,0,2,10,0,2,0,1,1,1,0
0,0,3,10,0,3,0,1,1,1,0
0,0,4,10,0,4,0,1,1,1,0
0,0,5,10,0,5,0,1,1,1,0
0,0,6,10,0,6,0,1,1,1,0
0,0,7,10,0,7,0,1,1,1,0
0,0,8,10,0,8,0,1,1,1,0
0,0,9,10,0,9,0,1,1,1,0
0,0,10,10,0,10,0,1,1,1,0
0,0,11,10,0,11,0,1,1,1,0
0,0,12,10,0,12,0,1,1,1,0
0,0,13,10,0,13,0,1,1,1,0
0,0,14,10,0,14,0,1,1,1,0
0,0,15,10,0,15,0,1,1,1,0
