board_id,chip_id,channel_id,detector_id,plane_type,strip_id,pedestal,noise_sigma,gain,polarity,status
0,2,24,1,1,110,-692.287,13.3297,1,1,0
0,2,25,1,1,78,-646.31,12.181,1,1,0
0,2,26,1,1,46,-590.264,10.8511,1,1,0
0,2,27,1,1,14,-561.54,11.4966,1,1,0
0,2,28,1,1,102,-699.647,12.7538,1,1,0
0,2,29,1,1,70,-650.525,11.8614,1,1,0
0,2,30,1,1,38,-587.203,10.7947,1,1,0
0,2,31,1,1,6,-558.458,11.5925,1,1,0
0,2,32,1,1,125,-713.024,14.7108,1,1,0
0,2,33,1,1,93,-681.842,12.8535,1,1,0
0,2,34,1,1,61,-617.09,12.9818,1,1,0
0,2,35,1,1,29,-568.07,12.0227,1,1,0
0,2,36,1,1,117,-712.631,13.8193,1,1,0
0,2,37,1,1,85,-665.358,12.8742,1,1,0
0,2,38,1,1,53,-613.566,12.9512,1,1,0
0,2,39,1,1,21,-586.385,12.3214,1,1,0
0,2,40,1,1,109,-710.232,14.2812,1,1,0
0,2,41,1,1,77,-649.35,12.6385,1,1,0
0,2,42,1,1,45,-603.873,12.8214,1,1,0
0,2,43,1,1,13,-566.177,12.2063,1,1,0
0,2,44,1,1,101,-685.624,13.8386,1,1,0
0,2,45,1,1,69,-625.17,13.419,1,1,0
0,2,46,1,1,37,-599.008,11.8681,1,1,0
0,2,47,1,1,5,-564.25,12.5892,1,1,0
0,2,48,1,1,124,-719.189,14.4564,1,1,0
0,2,49,1,1,92,-668.373,12.9504,1,1,0
0,2,50,1,1,60,-617.633,11.2836,1,1,0
